Metro_ID,Station_Name,Metro_Line,State_Name,City_Name,Locality_Name,Latitude,Longitude,Platform_Count,Interchange,Parking,Lift,Escalator,Disabled_Access,Daily_Footfall,Opening_Year,Operator,Nearby_Bus_Stop,Nearby_Railway_Station_km,Nearby_Airport_km,Nearby_Mall_km,Nearby_Hospital_km,Nearby_School_km,Nearby_IT_Park_km,Property_Price_Impact,Smart_City_Area,Zone
MET000867,Sector 44,Green Line,Delhi,New Delhi,Sector 34,20.563836,76.745626,4,No,No,Yes,Yes,Yes,11574,2002,DMRC,Yes,9.54,29.59,3.52,3.47,1.16,3.88,Low,No,Central
MET000868,Park 83,Orange Line,Karnataka,Bengaluru,Sector 78,27.350559,78.027894,2,No,No,Yes,Yes,No,94317,2024,BMRCL,Yes,8.07,39.29,4.2,3.33,4.77,0.68,Low,No,South
MET000869,Park 44,Yellow Line,Telangana,Hyderabad,Sector 23,8.844627,79.876385,2,Yes,Yes,Yes,Yes,No,26083,2024,HMRL,Yes,7.53,9.57,6.53,2.22,3.96,9.88,Low,Yes,Central
MET000870,Lake 86,Orange Line,Delhi,New Delhi,Sector 61,14.448102,85.593114,5,No,Yes,Yes,Yes,No,72961,2014,DMRC,Yes,0.49,6.46,6.81,3.89,3.48,10.26,High,No,East
MET000871,Central 95,Orange Line,Karnataka,Bengaluru,Sector 70,17.646429,77.248182,5,Yes,Yes,Yes,Yes,Yes,97803,2003,BMRCL,Yes,6.58,13.63,7.59,2.1,2.19,9.74,Medium,Yes,South
MET000872,Market 29,Pink Line,Tamil Nadu,Chennai,Sector 48,13.321598,86.38701,4,No,Yes,Yes,Yes,No,247368,2021,CMRL,Yes,1.56,16.79,4.42,2.53,3.05,12.76,Low,No,Central
MET000873,Sector 57,Red Line,Telangana,Hyderabad,Sector 49,14.701067,75.893194,6,Yes,Yes,Yes,Yes,Yes,17731,2024,HMRL,Yes,3.07,35.67,6.27,4.5,1.61,15.2,Low,Yes,East
MET000874,Central 32,Orange Line,Maharashtra,Mumbai,Sector 20,15.630678,76.90841,6,No,Yes,Yes,Yes,No,130308,2014,MMRC,Yes,6.68,33.85,4.53,3.8,0.64,15.17,High,No,East
MET000875,City 89,Green Line,Telangana,Hyderabad,Sector 26,8.842283,87.76176,3,No,Yes,Yes,Yes,No,22044,2016,HMRL,Yes,3.84,30.01,7.92,4.52,1.17,12.66,Medium,Yes,Central
MET000876,Lake 34,Orange Line,Delhi,New Delhi,Sector 76,27.496841,84.649552,3,Yes,Yes,Yes,Yes,No,44971,2011,DMRC,Yes,5.54,14.37,0.59,4.16,2.53,1.5,Low,No,West
MET000877,Market 11,Orange Line,Maharashtra,Mumbai,Sector 60,11.99851,82.656437,3,Yes,Yes,Yes,Yes,Yes,42126,2021,MMRC,Yes,4.56,5.85,6.59,1.46,4.51,12.26,Low,No,East
MET000878,City 39,Blue Line,Tamil Nadu,Chennai,Sector 22,16.79446,85.563587,6,No,No,Yes,Yes,Yes,113762,2006,CMRL,Yes,5.15,13.82,3.75,4.73,3.48,18.02,Low,Yes,North
MET000879,Sector 81,Purple Line,Telangana,Hyderabad,Sector 76,13.067938,74.852857,6,Yes,No,Yes,Yes,Yes,166211,2019,HMRL,Yes,4.37,18.86,4.72,1.13,1.28,13.89,High,No,East
MET000880,Central 34,Orange Line,Telangana,Hyderabad,Sector 23,24.890562,75.598698,2,No,No,Yes,Yes,No,108378,2018,HMRL,Yes,5.77,8.04,3.3,4.55,2.65,5.81,Low,Yes,North
MET000881,Central 23,Blue Line,Tamil Nadu,Chennai,Sector 62,16.207856,82.876736,5,Yes,No,Yes,Yes,No,154248,2002,CMRL,Yes,8.86,29.07,2.32,2.41,4.91,10.9,High,No,South
MET000882,Central 57,Pink Line,Telangana,Hyderabad,Sector 9,11.060739,86.34666,3,Yes,Yes,Yes,Yes,No,219657,2016,HMRL,Yes,2.72,9.75,3.84,4.5,0.51,6.13,Medium,Yes,East
MET000883,Sector 71,Red Line,Maharashtra,Mumbai,Sector 75,8.448392,83.39398,6,Yes,Yes,Yes,Yes,No,110434,2003,MMRC,Yes,8.83,6.81,0.93,1.76,3.41,14.3,Low,Yes,East
MET000884,Central 35,Yellow Line,Karnataka,Bengaluru,Sector 27,29.340713,79.556283,4,No,Yes,Yes,Yes,Yes,194924,2011,BMRCL,Yes,2.15,6.92,7.69,1.83,0.98,7.95,Low,No,South
MET000885,Market 62,Green Line,Delhi,New Delhi,Sector 5,8.589215,78.353262,5,Yes,Yes,Yes,Yes,Yes,60985,2015,DMRC,Yes,4.95,31.31,5.85,1.22,4.29,10.28,Medium,No,East
MET000886,Central 25,Purple Line,Karnataka,Bengaluru,Sector 20,17.052995,84.82726,3,Yes,No,Yes,Yes,No,151217,2003,BMRCL,Yes,0.63,12.95,1.63,2.77,1.19,9.84,Medium,Yes,North
MET000887,City 67,Pink Line,Telangana,Hyderabad,Sector 19,20.011584,86.421367,4,Yes,No,Yes,Yes,Yes,19493,2002,HMRL,Yes,8.93,34.55,6.73,4.67,4.13,6.51,Low,No,West
MET000888,City 9,Green Line,Maharashtra,Mumbai,Sector 32,23.050974,81.585794,2,Yes,No,Yes,Yes,Yes,102033,2017,MMRC,Yes,0.54,9.15,6.95,1.3,1.38,19.22,Medium,Yes,Central
MET000889,Market 93,Green Line,Delhi,New Delhi,Sector 59,27.943238,83.717296,5,Yes,No,Yes,Yes,Yes,60057,2008,DMRC,Yes,7.3,13.26,1.66,4.04,3.2,16.34,Low,No,South
MET000890,Park 99,Yellow Line,Delhi,New Delhi,Sector 16,10.656242,76.717653,3,No,No,Yes,Yes,Yes,88919,2019,DMRC,Yes,0.31,31.04,7.13,2.61,3.68,9.75,Low,Yes,Central
MET000891,Park 14,Red Line,Telangana,Hyderabad,Sector 36,27.739867,86.729413,3,Yes,Yes,Yes,Yes,No,6763,2008,HMRL,Yes,8.77,16.91,7.63,3.74,1.73,11.14,Low,No,North
MET000892,Park 53,Pink Line,Tamil Nadu,Chennai,Sector 68,17.334884,76.984846,4,Yes,No,Yes,Yes,No,147453,2005,CMRL,Yes,0.95,10.75,2.57,3.62,1.41,6.21,Medium,Yes,Central
MET000893,Lake 52,Pink Line,Telangana,Hyderabad,Sector 21,25.374551,78.593976,4,Yes,Yes,Yes,Yes,No,234065,2024,HMRL,Yes,8.38,15.55,1.25,4.75,0.6,7.41,Low,No,South
MET000894,Sector 34,Yellow Line,Tamil Nadu,Chennai,Sector 37,23.769491,78.459945,5,No,Yes,Yes,Yes,Yes,172457,2004,CMRL,Yes,2.79,22.69,1.96,3.48,4.01,3.26,Low,No,North
MET000895,Park 26,Yellow Line,Delhi,New Delhi,Sector 8,12.005271,73.877748,2,No,No,Yes,Yes,No,105091,2022,DMRC,Yes,8.89,19.99,4.54,4.41,4.81,1.98,Low,No,East
MET000896,Central 58,Pink Line,Maharashtra,Mumbai,Sector 9,23.452434,85.024202,2,Yes,Yes,Yes,Yes,No,131037,2018,MMRC,Yes,7.74,8.42,7.65,3.03,2.45,14.75,Medium,Yes,West
MET000897,Sector 70,Pink Line,Tamil Nadu,Chennai,Sector 53,9.537259,80.180978,2,Yes,Yes,Yes,Yes,Yes,240514,2012,CMRL,Yes,7.26,34.49,1.75,2.58,3.29,16.2,High,Yes,Central
MET000898,Central 23,Green Line,Maharashtra,Mumbai,Sector 8,9.506084,82.480278,4,Yes,Yes,Yes,Yes,Yes,113579,2023,MMRC,Yes,5.73,30.76,6.63,0.6,1.38,7.02,Low,Yes,West
MET000899,Market 17,Blue Line,Karnataka,Bengaluru,Sector 11,12.638722,80.272936,3,No,Yes,Yes,Yes,No,18883,2010,BMRCL,Yes,10.0,10.82,2.52,2.39,4.85,18.12,High,Yes,West
MET000900,Sector 97,Green Line,Maharashtra,Mumbai,Sector 43,14.037254,85.82979,5,No,No,Yes,Yes,Yes,104431,2002,MMRC,Yes,3.65,13.64,4.47,0.37,3.13,6.16,Medium,Yes,East
MET000901,Market 56,Pink Line,Tamil Nadu,Chennai,Sector 52,17.362338,84.891305,6,Yes,Yes,Yes,Yes,No,230194,2020,CMRL,Yes,3.62,37.79,6.76,2.5,0.91,15.61,Medium,Yes,North
MET000902,Market 49,Yellow Line,Tamil Nadu,Chennai,Sector 79,17.257845,86.357329,6,No,No,Yes,Yes,No,138092,2013,CMRL,Yes,2.19,27.18,6.33,4.22,1.58,3.46,High,No,North
MET000903,Lake 12,Purple Line,Telangana,Hyderabad,Sector 61,14.155809,78.127879,2,No,Yes,Yes,Yes,Yes,166413,2015,HMRL,Yes,9.51,32.37,4.96,3.92,1.32,19.93,High,Yes,East
MET000904,Sector 65,Pink Line,Karnataka,Bengaluru,Sector 19,11.482877,80.660542,3,No,Yes,Yes,Yes,No,214463,2009,BMRCL,Yes,6.36,28.23,4.97,1.39,3.69,14.72,High,Yes,East
MET000905,City 35,Orange Line,Tamil Nadu,Chennai,Sector 55,27.250257,72.124165,2,Yes,Yes,Yes,Yes,Yes,212915,2021,CMRL,Yes,6.16,38.8,4.78,4.39,0.85,11.69,High,Yes,South
MET000906,City 9,Blue Line,Telangana,Hyderabad,Sector 46,25.29601,82.242047,2,No,No,Yes,Yes,Yes,25933,2024,HMRL,Yes,1.05,21.55,7.81,0.51,4.33,3.52,Low,Yes,Central
MET000907,Lake 13,Yellow Line,Karnataka,Bengaluru,Sector 48,8.037318,86.871837,2,Yes,Yes,Yes,Yes,Yes,44751,2004,BMRCL,Yes,0.47,20.49,3.62,4.18,0.81,15.94,High,Yes,East
MET000908,Market 3,Pink Line,Tamil Nadu,Chennai,Sector 49,17.939331,73.042118,6,Yes,No,Yes,Yes,No,43186,2008,CMRL,Yes,9.85,10.85,6.14,3.13,2.37,19.4,Low,Yes,North
MET000909,City 30,Pink Line,Maharashtra,Mumbai,Sector 72,26.273621,85.987255,3,Yes,Yes,Yes,Yes,Yes,74812,2009,MMRC,Yes,1.17,32.57,0.48,1.94,2.95,11.07,High,No,North
MET000910,Lake 55,Yellow Line,Telangana,Hyderabad,Sector 15,15.856038,86.933442,4,No,No,Yes,Yes,No,212358,2013,HMRL,Yes,8.9,22.93,1.74,0.98,0.4,3.33,Low,No,South
MET000911,Lake 90,Red Line,Delhi,New Delhi,Sector 77,13.009011,78.613269,3,Yes,Yes,Yes,Yes,No,86515,2017,DMRC,Yes,0.25,37.63,7.39,0.89,3.76,17.67,Medium,Yes,West
MET000912,City 79,Purple Line,Tamil Nadu,Chennai,Sector 23,16.525831,84.46082,5,Yes,Yes,Yes,Yes,Yes,72721,2007,CMRL,Yes,9.29,28.6,3.84,3.75,2.8,9.87,Medium,No,North
MET000913,Sector 79,Green Line,Maharashtra,Mumbai,Sector 27,24.771927,86.262499,5,Yes,Yes,Yes,Yes,Yes,207472,2006,MMRC,Yes,5.74,5.14,7.57,1.58,1.61,10.64,Low,No,West
MET000914,Market 79,Purple Line,Delhi,New Delhi,Sector 55,27.814875,85.106641,2,Yes,No,Yes,Yes,No,37295,2005,DMRC,Yes,5.78,27.67,1.66,3.66,0.15,12.46,Low,Yes,West
MET000915,Lake 12,Yellow Line,Maharashtra,Mumbai,Sector 59,25.103827,86.759309,3,No,No,Yes,Yes,Yes,235457,2019,MMRC,Yes,3.83,37.19,6.01,1.84,2.42,13.17,Medium,Yes,North
MET000916,Central 15,Red Line,Tamil Nadu,Chennai,Sector 40,8.528323,76.972404,6,Yes,Yes,Yes,Yes,Yes,133581,2002,CMRL,Yes,5.25,35.38,1.86,0.61,0.49,18.94,Medium,Yes,West
MET000917,Market 68,Pink Line,Maharashtra,Mumbai,Sector 53,16.031589,79.375296,3,No,No,Yes,Yes,No,211931,2011,MMRC,Yes,0.75,38.95,4.57,1.15,2.8,16.74,Low,Yes,South
MET000918,Park 51,Red Line,Telangana,Hyderabad,Sector 61,13.792602,83.665669,5,No,Yes,Yes,Yes,Yes,16491,2004,HMRL,Yes,8.34,20.39,5.15,4.15,0.32,3.91,High,Yes,West
MET000919,Lake 41,Orange Line,Maharashtra,Mumbai,Sector 43,25.161921,75.551039,2,No,Yes,Yes,Yes,No,150002,2003,MMRC,Yes,6.47,37.79,2.9,0.44,0.13,4.29,Medium,No,East
MET000920,Sector 86,Green Line,Delhi,New Delhi,Sector 59,12.223371,73.229096,3,Yes,Yes,Yes,Yes,Yes,171568,2023,DMRC,Yes,4.0,34.93,2.02,2.79,1.67,0.91,Low,No,East
MET000921,Park 65,Pink Line,Karnataka,Bengaluru,Sector 63,10.392041,82.00194,6,Yes,Yes,Yes,Yes,Yes,54907,2019,BMRCL,Yes,6.85,14.46,1.74,1.68,1.38,6.87,High,No,East
MET000922,Lake 48,Red Line,Tamil Nadu,Chennai,Sector 20,29.11125,75.855066,4,No,Yes,Yes,Yes,No,19278,2023,CMRL,Yes,0.34,37.98,2.07,1.33,3.84,14.14,Medium,Yes,East
MET000923,Lake 94,Pink Line,Maharashtra,Mumbai,Sector 9,24.191423,75.90567,3,No,Yes,Yes,Yes,Yes,153340,2015,MMRC,Yes,2.25,36.79,4.15,1.49,0.34,4.43,Low,Yes,Central
MET000924,Central 81,Orange Line,Tamil Nadu,Chennai,Sector 32,10.65037,86.875186,2,No,No,Yes,Yes,Yes,165158,2010,CMRL,Yes,0.51,26.76,2.55,3.05,4.02,1.67,High,No,North
MET000925,Lake 15,Blue Line,Tamil Nadu,Chennai,Sector 44,11.798368,77.394045,6,No,Yes,Yes,Yes,Yes,6945,2009,CMRL,Yes,5.48,32.05,7.29,2.86,4.51,6.97,Medium,Yes,North
MET000926,City 77,Yellow Line,Delhi,New Delhi,Sector 79,9.383493,79.532496,3,Yes,No,Yes,Yes,No,179777,2019,DMRC,Yes,3.77,30.8,7.42,1.67,1.35,16.44,Medium,Yes,East
MET000927,City 58,Yellow Line,Tamil Nadu,Chennai,Sector 75,15.799532,85.738741,4,Yes,Yes,Yes,Yes,Yes,135684,2007,CMRL,Yes,1.99,11.33,2.98,2.23,4.77,5.65,Medium,No,West
MET000928,Park 85,Orange Line,Maharashtra,Mumbai,Sector 8,26.376068,83.468064,6,Yes,Yes,Yes,Yes,No,167222,2022,MMRC,Yes,9.18,22.96,3.76,3.74,1.36,17.64,Medium,No,West
MET000929,Market 31,Green Line,Tamil Nadu,Chennai,Sector 36,16.990795,76.323314,2,Yes,Yes,Yes,Yes,Yes,211777,2021,CMRL,Yes,7.48,27.24,0.95,2.91,4.29,3.91,High,No,Central
MET000930,Market 38,Blue Line,Telangana,Hyderabad,Sector 30,25.508498,83.410971,2,Yes,No,Yes,Yes,No,126653,2011,HMRL,Yes,3.7,30.52,2.39,0.25,3.69,5.2,High,Yes,North
MET000931,Sector 65,Blue Line,Tamil Nadu,Chennai,Sector 9,15.079319,87.623739,5,No,Yes,Yes,Yes,No,244898,2008,CMRL,Yes,6.67,9.35,1.96,1.89,0.18,18.37,High,No,West
MET000932,Sector 33,Red Line,Karnataka,Bengaluru,Sector 39,14.930689,83.135554,4,No,Yes,Yes,Yes,Yes,22346,2023,BMRCL,Yes,6.42,8.09,3.67,0.23,3.09,14.1,Low,Yes,South
MET000933,Market 54,Orange Line,Maharashtra,Mumbai,Sector 80,15.337494,72.762221,5,Yes,No,Yes,Yes,No,63994,2015,MMRC,Yes,1.37,22.99,0.53,2.36,4.08,19.43,High,No,East
MET000934,Lake 19,Purple Line,Telangana,Hyderabad,Sector 37,19.279238,85.134155,2,No,No,Yes,Yes,Yes,38295,2015,HMRL,Yes,7.86,24.43,4.19,1.62,2.25,2.97,High,Yes,West
MET000935,City 9,Blue Line,Karnataka,Bengaluru,Sector 74,24.184658,75.320281,6,Yes,Yes,Yes,Yes,No,48849,2009,BMRCL,Yes,0.33,13.27,6.27,1.9,4.06,12.03,High,No,Central
MET000936,Market 17,Green Line,Tamil Nadu,Chennai,Sector 79,9.340523,82.248557,3,No,Yes,Yes,Yes,Yes,139080,2024,CMRL,Yes,4.17,16.57,3.83,4.51,1.66,0.55,Medium,No,North
MET000937,City 84,Red Line,Karnataka,Bengaluru,Sector 80,18.24735,79.125919,3,Yes,No,Yes,Yes,Yes,87574,2019,BMRCL,Yes,5.9,25.41,7.39,0.17,4.1,19.48,Low,No,North
MET000938,Market 5,Blue Line,Maharashtra,Mumbai,Sector 57,12.477425,82.998622,5,Yes,Yes,Yes,Yes,No,106636,2010,MMRC,Yes,1.22,5.18,6.9,0.67,3.98,19.04,Medium,Yes,Central
MET000939,Market 97,Orange Line,Tamil Nadu,Chennai,Sector 80,10.502021,75.805921,2,No,Yes,Yes,Yes,No,197360,2012,CMRL,Yes,3.04,25.28,5.07,4.2,1.94,5.08,High,No,Central
MET000940,Park 86,Blue Line,Delhi,New Delhi,Sector 26,15.124571,72.707022,2,Yes,No,Yes,Yes,No,162274,2024,DMRC,Yes,3.52,13.84,1.01,2.73,2.12,10.25,Low,No,Central
MET000941,Lake 88,Purple Line,Karnataka,Bengaluru,Sector 40,18.965144,79.156036,5,No,Yes,Yes,Yes,No,216641,2020,BMRCL,Yes,8.38,24.92,1.48,4.7,0.53,4.93,Medium,No,Central
MET000942,Sector 22,Yellow Line,Telangana,Hyderabad,Sector 64,8.311858,72.568767,3,No,No,Yes,Yes,No,195540,2020,HMRL,Yes,2.28,19.5,6.86,4.13,3.69,1.5,Low,No,South
MET000943,Market 38,Orange Line,Karnataka,Bengaluru,Sector 39,25.160382,78.192309,5,No,Yes,Yes,Yes,No,216372,2025,BMRCL,Yes,9.36,13.36,6.97,1.97,4.78,3.22,High,Yes,Central
MET000944,Central 31,Orange Line,Maharashtra,Mumbai,Sector 57,22.990199,82.543705,4,Yes,No,Yes,Yes,No,143830,2002,MMRC,Yes,7.63,7.69,1.74,2.0,0.92,19.39,Low,Yes,West
MET000945,Lake 95,Yellow Line,Telangana,Hyderabad,Sector 76,13.219291,80.724055,2,Yes,Yes,Yes,Yes,Yes,57253,2023,HMRL,Yes,7.96,25.69,0.36,0.59,2.44,11.0,Medium,Yes,Central
MET000946,Sector 71,Purple Line,Maharashtra,Mumbai,Sector 70,16.852872,80.919704,6,No,No,Yes,Yes,No,177652,2002,MMRC,Yes,7.77,37.78,1.67,4.44,1.15,17.76,High,No,East
MET000947,Central 63,Green Line,Karnataka,Bengaluru,Sector 52,12.290827,76.505056,6,No,No,Yes,Yes,Yes,130863,2019,BMRCL,Yes,4.29,36.14,2.63,1.23,4.79,11.14,High,Yes,West
MET000948,City 39,Orange Line,Telangana,Hyderabad,Sector 59,27.413353,80.916513,4,Yes,Yes,Yes,Yes,Yes,121151,2023,HMRL,Yes,5.47,39.91,5.25,4.24,0.3,6.03,Low,No,North
MET000949,City 6,Purple Line,Tamil Nadu,Chennai,Sector 70,25.876252,84.614712,4,No,No,Yes,Yes,No,114890,2018,CMRL,Yes,9.63,24.19,0.75,2.58,1.93,4.57,Low,Yes,East
MET000950,Lake 81,Blue Line,Karnataka,Bengaluru,Sector 25,8.31192,78.794355,4,Yes,Yes,Yes,Yes,No,31467,2006,BMRCL,Yes,8.0,20.31,7.23,3.49,4.64,19.88,Medium,No,Central
MET000951,Sector 77,Blue Line,Telangana,Hyderabad,Sector 53,20.005143,83.795102,6,Yes,Yes,Yes,Yes,No,151891,2023,HMRL,Yes,8.32,37.17,4.77,1.37,4.13,11.13,Low,Yes,Central
MET000952,City 30,Green Line,Delhi,New Delhi,Sector 37,13.639201,82.216624,6,No,No,Yes,Yes,No,233402,2013,DMRC,Yes,2.96,8.95,1.83,0.38,3.89,1.69,Medium,Yes,North
MET000953,Market 24,Yellow Line,Delhi,New Delhi,Sector 47,8.437622,84.576176,5,No,No,Yes,Yes,Yes,195438,2012,DMRC,Yes,4.62,12.98,4.27,4.07,2.32,3.49,Low,No,East
MET000954,Central 28,Orange Line,Karnataka,Bengaluru,Sector 46,18.033945,73.700669,3,No,No,Yes,Yes,Yes,102722,2025,BMRCL,Yes,2.84,21.36,0.66,4.46,0.52,19.4,Low,Yes,Central
MET000955,City 35,Purple Line,Telangana,Hyderabad,Sector 57,20.166101,84.309341,2,Yes,Yes,Yes,Yes,No,104600,2005,HMRL,Yes,6.12,19.97,3.88,1.26,1.09,11.52,High,No,North
MET000956,Sector 79,Green Line,Karnataka,Bengaluru,Sector 50,23.608784,73.501271,5,No,Yes,Yes,Yes,Yes,228102,2002,BMRCL,Yes,8.7,14.17,5.15,4.19,0.46,8.28,High,No,West
MET000957,Sector 95,Orange Line,Delhi,New Delhi,Sector 26,24.422975,72.026835,2,No,No,Yes,Yes,No,235879,2013,DMRC,Yes,8.68,31.43,7.12,3.08,4.03,3.38,Medium,No,Central
MET000958,Central 2,Red Line,Karnataka,Bengaluru,Sector 36,27.136259,81.535881,3,Yes,No,Yes,Yes,No,202497,2021,BMRCL,Yes,8.43,9.33,4.3,0.27,1.8,10.68,Low,Yes,Central
MET000959,Sector 59,Purple Line,Karnataka,Bengaluru,Sector 20,28.652629,85.564302,6,No,No,Yes,Yes,Yes,126846,2022,BMRCL,Yes,6.92,26.94,0.87,1.67,0.2,10.0,Medium,No,South
MET000960,Sector 24,Orange Line,Karnataka,Bengaluru,Sector 31,28.731169,72.038519,2,No,No,Yes,Yes,No,100926,2012,BMRCL,Yes,6.73,15.99,2.67,4.18,0.21,13.48,Low,Yes,Central
MET000961,Park 82,Orange Line,Telangana,Hyderabad,Sector 49,22.566307,81.459101,2,Yes,No,Yes,Yes,No,215765,2017,HMRL,Yes,7.59,23.36,1.43,2.19,1.87,1.37,High,Yes,East
MET000962,Market 82,Orange Line,Tamil Nadu,Chennai,Sector 73,23.510338,86.108079,5,Yes,No,Yes,Yes,No,241538,2005,CMRL,Yes,3.92,33.44,4.84,2.59,1.95,14.59,Low,No,West
MET000963,Central 19,Purple Line,Telangana,Hyderabad,Sector 9,26.885571,77.346181,3,Yes,No,Yes,Yes,Yes,205009,2003,HMRL,Yes,4.51,12.4,3.44,2.81,0.45,19.54,Medium,No,West
MET000964,City 65,Green Line,Karnataka,Bengaluru,Sector 8,29.851977,79.386395,5,Yes,Yes,Yes,Yes,No,187643,2010,BMRCL,Yes,9.0,7.59,5.99,4.23,3.53,7.18,Medium,No,West
MET000965,Market 97,Purple Line,Telangana,Hyderabad,Sector 2,28.891,75.905996,4,No,No,Yes,Yes,No,182810,2017,HMRL,Yes,0.34,37.82,3.41,4.8,4.16,3.93,High,No,North
MET000966,Central 7,Red Line,Delhi,New Delhi,Sector 38,17.098915,74.162925,2,No,Yes,Yes,Yes,Yes,227021,2007,DMRC,Yes,4.0,12.82,7.47,3.55,3.4,7.31,High,Yes,North
MET000967,Park 18,Red Line,Telangana,Hyderabad,Sector 34,16.701058,77.220425,5,No,Yes,Yes,Yes,No,59395,2014,HMRL,Yes,8.21,20.03,5.75,3.01,1.49,17.88,High,Yes,West
MET000968,Central 70,Green Line,Karnataka,Bengaluru,Sector 39,13.702198,83.487086,3,No,Yes,Yes,Yes,No,52472,2018,BMRCL,Yes,6.99,22.11,0.89,2.17,1.48,16.87,High,No,West
MET000969,Market 37,Yellow Line,Karnataka,Bengaluru,Sector 79,27.079226,74.975478,6,No,Yes,Yes,Yes,No,154820,2005,BMRCL,Yes,1.93,8.26,7.47,4.76,0.6,17.98,Low,No,North
MET000970,Lake 60,Pink Line,Maharashtra,Mumbai,Sector 33,22.627837,81.506092,5,Yes,Yes,Yes,Yes,Yes,127017,2006,MMRC,Yes,8.99,6.55,0.52,2.41,3.25,6.01,High,Yes,Central
MET000971,Central 65,Pink Line,Tamil Nadu,Chennai,Sector 64,8.841719,87.642715,2,No,No,Yes,Yes,No,198068,2004,CMRL,Yes,6.23,30.21,5.78,2.12,4.33,8.52,Medium,No,East
MET000972,Central 15,Purple Line,Tamil Nadu,Chennai,Sector 78,13.049959,74.725152,5,Yes,No,Yes,Yes,Yes,63984,2013,CMRL,Yes,5.19,5.2,5.8,3.93,3.49,16.6,Low,No,East
MET000973,Central 51,Orange Line,Maharashtra,Mumbai,Sector 55,18.898228,78.495803,5,No,Yes,Yes,Yes,Yes,233808,2021,MMRC,Yes,8.29,27.78,1.33,0.39,1.4,6.81,Medium,No,Central
MET000974,City 87,Green Line,Maharashtra,Mumbai,Sector 65,27.958632,75.740641,3,Yes,Yes,Yes,Yes,No,233638,2003,MMRC,Yes,5.06,36.07,2.26,2.28,4.29,11.87,High,No,Central
MET000975,Sector 42,Orange Line,Telangana,Hyderabad,Sector 38,8.98857,73.388845,4,No,No,Yes,Yes,Yes,179212,2004,HMRL,Yes,6.8,39.37,7.44,2.2,3.39,7.19,High,No,East
MET000976,City 60,Green Line,Tamil Nadu,Chennai,Sector 56,20.493528,74.144312,2,No,No,Yes,Yes,No,49567,2023,CMRL,Yes,1.32,14.44,6.64,2.87,1.61,9.17,High,Yes,Central
MET000977,City 7,Blue Line,Tamil Nadu,Chennai,Sector 28,19.559729,77.284388,4,No,No,Yes,Yes,No,28688,2007,CMRL,Yes,9.86,24.15,0.48,4.02,0.54,4.6,Low,No,East
MET000978,Sector 38,Purple Line,Maharashtra,Mumbai,Sector 18,9.684919,81.939034,2,No,No,Yes,Yes,No,223624,2018,MMRC,Yes,7.06,33.29,7.94,3.55,0.67,4.3,High,No,North
MET000979,Market 14,Red Line,Tamil Nadu,Chennai,Sector 7,13.646737,87.22573,6,No,No,Yes,Yes,Yes,123078,2014,CMRL,Yes,9.61,21.04,7.34,4.09,3.52,8.11,Medium,Yes,East
MET000980,Park 5,Pink Line,Delhi,New Delhi,Sector 17,21.705545,86.72761,5,Yes,Yes,Yes,Yes,No,182850,2013,DMRC,Yes,1.24,25.61,7.44,4.81,3.24,6.36,Medium,Yes,South
MET000981,Lake 77,Red Line,Maharashtra,Mumbai,Sector 8,17.408372,75.864702,2,Yes,No,Yes,Yes,No,201096,2025,MMRC,Yes,6.79,5.24,4.99,0.77,4.8,19.09,Medium,Yes,Central
MET000982,Market 18,Pink Line,Delhi,New Delhi,Sector 8,28.046927,82.551433,6,Yes,Yes,Yes,Yes,Yes,11860,2004,DMRC,Yes,0.9,23.29,6.09,1.94,0.53,14.56,Low,Yes,Central
MET000983,Market 26,Pink Line,Delhi,New Delhi,Sector 43,12.75714,86.510705,3,No,No,Yes,Yes,No,217622,2019,DMRC,Yes,8.13,33.69,4.98,4.21,2.86,12.28,High,No,Central
MET000984,City 7,Red Line,Tamil Nadu,Chennai,Sector 40,14.413636,72.017674,6,No,Yes,Yes,Yes,No,140286,2002,CMRL,Yes,3.61,23.99,6.25,0.66,0.28,16.83,Medium,No,South
MET000985,Market 15,Orange Line,Karnataka,Bengaluru,Sector 24,9.260504,79.537245,5,Yes,Yes,Yes,Yes,No,118285,2011,BMRCL,Yes,1.18,18.56,4.5,1.49,0.53,9.9,Low,No,Central
MET000986,Central 30,Blue Line,Delhi,New Delhi,Sector 21,26.598648,84.030113,4,Yes,Yes,Yes,Yes,Yes,94510,2008,DMRC,Yes,7.43,30.61,2.12,0.8,4.6,15.68,Low,Yes,South
MET000987,Lake 94,Pink Line,Maharashtra,Mumbai,Sector 54,20.107397,79.797416,5,Yes,Yes,Yes,Yes,Yes,220836,2006,MMRC,Yes,6.41,5.65,7.28,3.51,1.45,4.12,Low,Yes,East
MET000988,Central 54,Orange Line,Delhi,New Delhi,Sector 26,12.859012,78.149229,4,Yes,No,Yes,Yes,No,140997,2007,DMRC,Yes,2.99,30.86,6.84,1.53,1.97,12.2,High,No,South
MET000989,Lake 75,Purple Line,Delhi,New Delhi,Sector 80,8.258562,81.359113,6,Yes,No,Yes,Yes,No,85666,2005,DMRC,Yes,8.93,10.79,5.74,4.45,1.64,19.71,Low,No,South
MET000990,Central 71,Red Line,Telangana,Hyderabad,Sector 54,11.540448,82.888655,5,Yes,No,Yes,Yes,Yes,85088,2007,HMRL,Yes,2.65,16.57,4.07,2.83,3.32,3.14,Medium,Yes,Central
